"","X.1","X","year","stress","satjob1","health1","jobsecok","fringeok","secondwk","famwkoff","partfull","rincome","race","sex","educ","naicsind07","censusocc00","id","ballot","isco08","stressd","stressn","satjob1d","satjob1n","health1d","health1n","jobsecokd","jobsecokn","fringeokd","fringeokn","secondwkd","famwkoffd","famwkoffn","fulld","rincomed","blackraced","femalesexd","colleged","idvar","computefrey","pct_software","pct_robot","pct_ai","naics_id","yearnaics","ko_ratio","kl_ratio","decline","declineord","declinefac"
"67",67,67,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Male","9","Bus service and urban transit","Janitors and building cleaners",69,"Ballot b",9112,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"2002-69",0.573333333333333,0.536666666666667,0.916666666666667,0.186666666666667,35,"2002-35",0.208094149920556,0.517497721650827,0.333333333333333,2.66666666666667,"Slower than average"
"68",68,68,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","9","Hospitals","Nursing, psychiatric, and home health aides",70,"Ballot c",5321,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2002-70",0.47,0.3,0.57,0.26,14,"2002-14",0.0761296944565964,0.151092580875953,0,0.5,"Much faster than average"
"69",69,69,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","13","Hospitals","Dietitians and nutritionists",71,"Ballot a",2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2002-71",0.0039,0.24,0.19,0.54,14,"2002-14",0.0761296944565964,0.151092580875953,0,0,"Much faster than average"
"70",70,70,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","11","National security and international affairs","Office clerks, general",72,"Ballot b",4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2002-72",0.97,0.265,0.3,0.17,46,"2002-46",0.347262530918516,0.845669650581723,1,5,"Decline"
"71",71,71,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Black","Female","11","Pharmacies and drug stores","Retail salespersons",73,"Ballot b",5223,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"2002-73",0.95,0.02,0.03,0.02,47,"2002-47",0.125375326854501,0.220138923246442,0.5,4.5,"Little or no change"
"72",72,72,"2002","Sometimes","Not too satisfied","Good","Not at all true","Not at all true","No","Somewhat hard","Full-time","$15000 - 19999","Black","Male","11","Motor vehicles and motor vehicle equipment manufacturing","Industrial truck and tractor operators",74,"Ballot c",8344,0,2,0,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,"2002-74",0.4795,0.75,0.85,0.35,39,"2002-39",0.040940751777949,0.383352127567624,0,2,"Average"
"73",73,73,"2002","Sometimes","Very satisfied","Good","Somewhat true","Very true","No","Not too hard","Full-time","$25000 or more","Black","Female","15","Insurance carriers and related activities","General and operations managers",75,"Ballot c",1120,0,2,1,3,1,2,1,2,1,3,0,1,2,1,1,1,0,0,"2002-75",0.0875,0.4,0.175,0.48,38,"2002-38",0.19108366441849,0.438075374901541,0.5,3,"Slower than average"
"74",74,74,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","13","Construction","Electrical power-line installers and repairers",76,"Ballot a",7413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-76",0.05,0.685,0.63,0.69,18,"2002-18",0.0530238213759774,0.142119792291001,0,1.5,"Faster than average"
"75",75,75,"2002","Sometimes","Very satisfied","Very good","Somewhat true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","14","Motor vehicles and motor vehicle equipment manufacturing","Drilling and boring machine tool setters, operators, and tenders,  metal and plastic",77,"Ballot b",7223,0,2,1,3,1,3,1,2,1,3,0,1,3,1,1,0,1,0,"2002-77",0.870909090909091,0.695555555555556,0.743333333333333,0.756666666666667,39,"2002-39",0.040940751777949,0.383352127567624,0.833333333333333,4.66666666666667,"Decline"
"76",76,76,"2002","Sometimes","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","15","Electric power generation, transmission, and distribution","Electricians",78,"Ballot a",7411,0,2,1,3,1,4,1,3,1,3,0,1,3,1,1,0,1,0,"2002-78",0.15,0.4,0.67,0.6,22,"2002-22",0.347260877177509,1.76898791050501,0,0.5,"Much faster than average"
"77",77,77,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Female","13","Pharmacies and drug stores","Health practitioner support technologists and technicians",79,"Ballot c",3210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,"2002-79",0.9,0.32,0.33,0.34,47,"2002-47",0.125375326854501,0.220138923246442,0,0,"Much faster than average"
"78",78,78,"2002","Sometimes","Somewhat satisfied","Very good","Somewhat true","Not at all true","No","Not at all hard","Full-time","$25000 or more","White","Male","13","Machine shops; turned product; screw, nut, and bolt manufacturing","Grinding, lapping, polishing, and buffing machine tool setters,  operators, and tenders, metal and plastic",80,"Ballot b",7223,0,2,1,2,1,3,1,2,0,0,0,1,3,1,1,0,1,0,"2002-80",0.870909090909091,0.695555555555556,0.743333333333333,0.756666666666667,11,"2002-11",0.106846064012927,0.349776553401322,0.833333333333333,4.66666666666667,"Decline"
"79",79,79,"2002","Sometimes","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Male","11","Construction","First-line supervisors of construction trades and extraction workers",81,"Ballot c",3123,0,2,1,2,1,3,1,2,1,2,0,1,3,1,1,0,1,0,"2002-81",0.17,0.41,0.48,0.87,18,"2002-18",0.0530238213759774,0.142119792291001,0,1,"Faster than average"
"80",80,80,"2002","Always","Somewhat satisfied","Very good","Very true","Not too true","No","Very hard","Full-time","$25000 or more","White","Female","14","Hospitals","Diagnostic related technologists and technicians",82,"Ballot b",3211,1,4,1,2,1,3,1,3,0,1,0,0,0,1,1,0,0,0,"2002-82",0.273333333333333,0.26,0.22,0.54,14,"2002-14",0.0761296944565964,0.151092580875953,0,0.6,"Faster than average"
"81",81,81,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","$7000 to 7999","White","Female","13","Elementary and secondary schools","Food preparation workers",83,"Ballot c",9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"2002-83",0.85,0.0533333333333333,0.756666666666667,0.05,6,"2002-6",0.0346388467106889,0.0672407514512778,0,1.5,"Faster than average"
"82",82,82,"2002","Hardly ever","Very satisfied","Excellent","Somewhat true","Very true","Yes","Not at all hard","Full-time","$25000 or more","White","Male","12","Construction","Carpenters",84,"Ballot b",7115,0,1,1,3,1,4,1,2,1,3,1,1,3,1,1,0,1,0,"2002-84",0.72,0.82,0.77,0.85,18,"2002-18",0.0530238213759774,0.142119792291001,0,1,"Faster than average"
"83",83,83,"2002","No issp","Not applicable","Poor","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","Don't know","Sugar and confectionery products","Food batchmakers",86,"Ballot a",7512,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"2002-86",0.89,0.24,0.52,0.14,48,"2002-48",0.115557254239675,0.295541734922122,0,2,"Average"
"84",84,84,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","18","Elementary and secondary schools","Elementary and middle school teachers",87,"Ballot b",2341,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2002-87",0.0872,0.22,0.14,0.4,6,"2002-6",0.0346388467106889,0.0672407514512778,0,2.5,"Average"
"85",85,85,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","7","Iron and steel mills and steel product manufacturing ","Maintenance and repair workers, general",88,"Ballot c",9622,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-88",0.715,0.875,0.9,0.46,49,"2002-49",0.0695357053031744,0.350451917578583,0,1.75,"Average"
"86",86,86,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","14","Executive offices and legislative bodies","Office clerks, general",89,"Ballot b",4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-89",0.97,0.265,0.3,0.17,23,"2002-23",0.347262530918516,0.845669650581723,1,5,"Decline"
"87",87,87,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Specialized design services","Designers",90,"Ballot a",3432,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-90",0.169166666666667,0.59,0.47,0.77,50,"2002-50",0.0354697344033846,0.0496418580449279,0,2.33333333333333,"Average"
"88",88,88,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Motor vehicles and motor vehicle equipment manufacturing","Grinding, lapping, polishing, and buffing machine tool setters,  operators, and tenders, metal and plastic",91,"Ballot b",7223,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-91",0.870909090909091,0.695555555555556,0.743333333333333,0.756666666666667,39,"2002-39",0.040940751777949,0.383352127567624,0.833333333333333,4.66666666666667,"Decline"
"89",89,89,"2002","No issp","Not applicable","Very good","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Commercial and industrial machinery and equipment repair and maintenance","Metal workers and plastic workers, all other",92,"Ballot c",7223,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-92",0.870909090909091,0.695555555555556,0.743333333333333,0.756666666666667,51,"2002-51",0.106846064012927,0.349776553401322,0.833333333333333,4.66666666666667,"Decline"
"90",90,90,"2002","Hardly ever","Somewhat satisfied","Very good","Somewhat true","Very true","No","Not too hard","Full-time","$20000 - 24999","White","Female","15","Wired telecommunications carriers","Office clerks, general",93,"Ballot a",4110,0,1,1,2,1,3,1,2,1,3,0,1,2,1,0,0,0,0,"2002-93",0.97,0.265,0.3,0.17,8,"2002-8",0.325524344787214,0.953869385177179,1,5,"Decline"
"91",91,91,"2002","Sometimes","Very satisfied","Very good","Somewhat true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","16","Commercial, industrial, and other intangible assets rental and leasing","Marketing and sales managers",94,"Ballot b",1221,0,2,1,3,1,3,1,2,1,3,0,1,3,1,1,0,1,1,"2002-94",0.61,0.68,0.37,0.82,10,"2002-10",0.306654591369901,2.00360287741668,0,1.5,"Faster than average"
"92",92,92,"2002","Hardly ever","Very satisfied","Good","Very true","Not at all true","No","Very hard","Part-time","$3000 to 3999","White","Female","16","Elementary and secondary schools","Postsecondary teachers",95,"Ballot b",2310,0,1,1,3,1,2,1,3,0,0,0,0,0,0,0,0,0,1,"2002-95",0.032,0.37,0.34,0.55,6,"2002-6",0.0346388467106889,0.0672407514512778,0,1.40540540540541,"Faster than average"
"93",93,93,"2002","Often","Somewhat satisfied","Excellent","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$25000 or more","White","Female","17","Elementary and secondary schools","Special education teachers",96,"Ballot a",2352,1,3,1,2,1,4,1,2,1,2,0,0,1,1,1,0,0,1,"2002-96",0.01185,0.24,0.25,0.54,6,"2002-6",0.0346388467106889,0.0672407514512778,0,2.2,"Average"
"94",94,94,"2002","Hardly ever","Very satisfied","Very good","Somewhat true","Very true","Yes","Not at all hard","Full-time","$25000 or more","White","Male","14","Advertising and related services","Chief executives",97,"Ballot b",1120,0,1,1,3,1,3,1,2,1,3,1,1,3,1,1,0,1,0,"2002-97",0.0875,0.4,0.175,0.48,52,"2002-52",0.325524344787214,0.953869385177179,0.5,3,"Slower than average"
"95",95,95,"2002","Hardly ever","Somewhat satisfied","Fair","Somewhat true","Not at all true","No","Somewhat hard","Part-time","$1000 to 2999","White","Female","12","Not specified wholesale trade","Sales representatives,  wholesale and manufacturing",98,"Ballot a",3322,0,1,1,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,"2002-98",0.391666666666667,0.15,0.115,0.315,53,"2002-53",0.223178342187849,0.43330149744284,0.25,2.75,"Slower than average"
"96",96,96,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","16","Elementary and secondary schools","Secondary school teachers",99,"Ballot a",2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,"2002-99",0.0078,0.19,0.1,0.43,6,"2002-6",0.0346388467106889,0.0672407514512778,0,2,"Average"
"97",97,97,"2002","Sometimes","Somewhat satisfied","Good","Very true","Somewhat true","Yes","Not at all hard","Full-time","$25000 or more","White","Female","13","Hospitals","Computer operators",100,"Ballot a",3511,0,2,1,2,1,2,1,3,1,2,1,1,3,1,1,0,0,0,"2002-100",0.78,0.84,0.61,0.68,14,"2002-14",0.0761296944565964,0.151092580875953,1,5,"Decline"
"98",98,98,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","Not applicable","Other","Male","13","Museums, art galleries, historical sites, and similar institutions","Waiters and waitresses",101,"Ballot b",5131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,"2002-101",0.9,0.115,0.615,0.07,54,"2002-54",0.111348723037663,0.197606152574599,0,1,"Faster than average"
"99",99,99,"2002","Hardly ever","Very satisfied","Very good","Very true","Somewhat true","No","Not too hard","Full-time","Don't know","White","Female","13","Colleges and universities, including junior colleges","Office clerks, general",102,"Ballot a",4110,0,1,1,3,1,3,1,3,1,2,0,1,2,1,NA,0,0,0,"2002-102",0.97,0.265,0.3,0.17,4,"2002-4",0.0346388467106889,0.0672407514512778,1,5,"Decline"
"100",100,100,"2002","Sometimes","Very satisfied","Very good","Very true","Very true","No","Somewhat hard","Full-time","$25000 or more","White","Male","14","Paper and paper products, merchant wholesalers","Driver/sales workers and truck drivers",103,"Ballot b",8332,0,2,1,3,1,3,1,3,1,3,0,0,1,1,1,0,1,0,"2002-103",0.4095,0.75,0.85,0.35,55,"2002-55",0.223178342187849,0.43330149744284,0,2,"Average"
"101",101,101,"2002","Sometimes","Very satisfied","Very good","Very true","Very true","Yes","Not too hard","Full-time","$25000 or more","Black","Female","13","Colleges and universities, including junior colleges","First-line supervisors of office and administrative support workers",104,"Ballot c",3341,0,2,1,3,1,3,1,3,1,3,1,1,2,1,1,1,0,0,"2002-104",0.014,0.08,0.08,0.29,4,"2002-4",0.0346388467106889,0.0672407514512778,0,4,"Little or no change"
"102",102,102,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$10000 - 14999","White","Male","11","Nonmetallic mineral mining and quarrying","Production workers, all other",105,"Ballot c",9329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,"2002-105",0.813333333333333,0.8375,0.905,0.4275,56,"2002-56",0.0958190766154313,0.364580637315281,0,2.5,"Average"
"103",103,103,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","$10000 - 14999","White","Female","17"," restaurants and other food services","Waiters and waitresses",106,"Ballot a",5131,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,"2002-106",0.9,0.115,0.615,0.07,25,"2002-25",0.115557254239675,0.295541734922122,0,1,"Faster than average"
"104",104,104,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Bakeries, except retail","Janitors and building cleaners",107,"Ballot c",9112,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-107",0.573333333333333,0.536666666666667,0.916666666666667,0.186666666666667,57,"2002-57",0.115557254239675,0.295541734922122,0.333333333333333,2.66666666666667,"Slower than average"
"105",105,105,"2002","Sometimes","Somewhat satisfied","Very good","Somewhat true","Not too true","No","Somewhat hard","Full-time","$15000 - 19999","Black","Female","12","Other health care services","Nursing, psychiatric, and home health aides",108,"Ballot a",5321,0,2,1,2,1,3,1,2,0,1,0,0,1,1,0,1,0,0,"2002-108",0.47,0.3,0.57,0.26,58,"2002-58",0.0897216864045691,0.15641932297841,0,0.5,"Much faster than average"
"106",106,106,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","14","Furniture and related product manufacturing","Cabinetmakers and bench carpenters",109,"Ballot b",7522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-109",0.915,0.255,0.63,0.23,59,"2002-59",0.0293628266614466,0.0805725389828902,0,3.5,"Slower than average"
"107",107,107,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Other","Female","11","Department stores and discount stores","Retail salespersons",110,"Ballot c",5223,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-110",0.95,0.02,0.03,0.02,60,"2002-60",0.125375326854501,0.220138923246442,0.5,4.5,"Little or no change"
"108",108,108,"2002","Hardly ever","Somewhat satisfied","Very good","Somewhat true","Not at all true","No","Not too hard","Full-time","Refused","White","Male","12","Car washes","Cleaners of vehicles and equipment",111,"Ballot c",9122,0,1,1,2,1,3,1,2,0,0,0,1,2,1,NA,0,1,0,"2002-111",0.37,0.39,0.8,0.2,61,"2002-61",0.163785562262517,0.328015833596725,0,2,"Average"
