year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2002,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not too hard,Part-time,$5000 to 5999,White,Female,14, restaurants and other food services,Waiters and waitresses,151,Ballot c
2002,Often,Somewhat satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,17,"Drugs, sundries, and chemical and allied products, merchant wholesalers",First-line supervisors of non-retail sales workers,152,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,18,Radio and television broadcasting and cable subscription programming,"Software developers, applications and systems software",153,Ballot b
2002,Sometimes,Very satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,16,"Rubber product, except tire, manufacturing","Sales representatives,  wholesale and manufacturing",154,Ballot c
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,13,Sugar and confectionery products,"Office clerks, general",155,Ballot c
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,"Miscellaneous manufacturing, n.e.c.","Paper goods machine setters, operators, and tenders",156,Ballot a
2002,Often,Somewhat satisfied,Excellent,Somewhat true,Not too true,No,Not too hard,Full-time,$25000 or more,White,Male,12,Executive offices and legislative bodies,Automotive service technicians and mechanics,157,Ballot c
2002,Often,Somewhat satisfied,Very good,Very true,Somewhat true,Yes,Somewhat hard,Full-time,$20000 - 24999,White,Female,12,Grocery stores,"Packers and packagers, hand",158,Ballot a
2002,Often,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Male,13,"Electric power generation, transmission, and distribution",Electrical power-line installers and repairers,159,Ballot b
2002,Sometimes,Somewhat satisfied,Fair,Not too true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,12,Child day care services,Janitors and building cleaners,160,Ballot c
2002,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,Other,Male,12,Construction,First-line supervisors of construction trades and extraction workers,161,Ballot a
2002,Hardly ever,Very satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,15,Construction,Carpenters,162,Ballot b
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Not applicable,Not applicable,163,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Not applicable,Not applicable,164,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Not applicable,White,Male,15,Pharmaceutical and medicine manufacturing,First-line supervisors of production and operating workers,165,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$20000 - 24999,White,Male,9,Construction,"Painters, construction and maintenance",166,Ballot b
2002,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,"Machinery, equipment, and supplies, merchant wholesalers","Sales representatives,  wholesale and manufacturing",167,Ballot c
2002,Sometimes,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Female,12,Grocery stores,Customer service representatives,168,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Iron and steel mills and steel product manufacturing ,Machinists,169,Ballot b
2002,Hardly ever,Somewhat satisfied,Fair,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Other,Male,16,"Securities, commodities, funds, trusts, and other financial investments","Office clerks, general",170,Ballot c
2002,Never,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Part-time,Refused,White,Female,12,Commercial and industrial machinery and equipment repair and maintenance,Secretaries and administrative assistants,171,Ballot a
2002,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Male,16,No answer,"Managers, all other",172,Ballot b
2002,Sometimes,Somewhat satisfied,Fair,Very true,Very true,No,Somewhat hard,Part-time,$10000 - 14999,White,Female,14,"Radio, tv, and computer stores",Customer service representatives,173,Ballot c
2002,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,14,Air transportation,Aircraft pilots and flight engineers,174,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Banking and related activities,Financial managers,175,Ballot b
2002,Sometimes,Very satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,Don't know,Black,Female,15,Insurance carriers and related activities,Computer and information systems managers,176,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Elementary and secondary schools,First-line supervisors of food preparation and serving workers,177,Ballot a
2002,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Insurance carriers and related activities,First-line supervisors of non-retail sales workers,178,Ballot c
2002,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,Don't know,White,Female,16,Hospitals,"Nursing, psychiatric, and home health aides",179,Ballot b
2002,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Part-time,$25000 or more,White,Female,20,Advertising and related services,Management analysts,180,Ballot b
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,$3000 to 3999,White,Male,18,"Other professional, scientific, and technical services",Photographers,181,Ballot c
2002,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Male,14,"Radio, tv, and computer stores",Retail salespersons,182,Ballot a
2002,Always,Very satisfied,Very good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,17,"Securities, commodities, funds, trusts, and other financial investments",Fundraisers,183,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$1000 to 2999,Black,Male,12,Public finance activities,"Office clerks, general",184,Ballot a
2002,Hardly ever,Very satisfied,Excellent,Dont know,Not too true,No,Not at all hard,Part-time,$25000 or more,White,Female,16,"Colleges and universities, including junior colleges",Artists and related workers,185,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,Black,Male,11,Grocery stores,"Combined food preparation and serving workers, including fast food",186,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$4000 to 4999,White,Female,12,Postal service,Other extraction workers,187,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,13,"Knitting fabric mills, and apparel knitting mills","Pressers, textile, garment, and related materials",188,Ballot c
2002,Never,Somewhat satisfied,Good,Very true,Not at all true,No,Not too hard,Part-time,No answer,Black,Female,10,No answer,No answer,189,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$10000 - 14999,Other,Female,13,"Other professional, scientific, and technical services",Photographers,190,Ballot b
2002,Never,Very satisfied,Fair,Very true,Very true,No,Not at all hard,Full-time,$10000 - 14999,Black,Female,14,Private households,Maids and housekeeping cleaners,191,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,15,Automotive repair and maintenance,Automotive service technicians and mechanics,192,Ballot b
2002,Sometimes,Very satisfied,Fair,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Male,16,Computer and peripheral equipment manufacturing    ,Technical writers,193,Ballot b
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Other general government and support,"Managers, all other",194,Ballot c
2002,Often,Very satisfied,Good,Very true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Female,13,Natural gas distribution,Miscellaneous plant and system operators,195,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Male,13,Wired telecommunications carriers,"First-line supervisors of mechanics, installers, and repairers",196,Ballot a
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,12,"Machine shops; turned product; screw, nut, and bolt manufacturing",Customer service representatives,197,Ballot b
2002,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,Black,Male,13,Not specified retail trade,Driver/sales workers and truck drivers,198,Ballot c
2002,Never,Not at all satisfied,Good,Very true,Not too true,No,Somewhat hard,Full-time,Not applicable,Black,Male,14,Investigation and security services,Security guards and gaming surveillance officers,199,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,20,Department stores and discount stores,First-line supervisors of retail sales workers,200,Ballot b
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Not at all true,No,Somewhat hard,Full-time,$3000 to 3999,White,Female,2,Department stores and discount stores,Retail salespersons,201,Ballot c
2002,Sometimes,Somewhat satisfied,Good,Not too true,Not too true,No,Not at all hard,Full-time,$25000 or more,Other,Male,12,"Radio, tv, and computer stores",Retail salespersons,202,Ballot a
2002,Often,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Female,18,"Management, scientific, and technical consulting services",Public relations specialists,203,Ballot c
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,14,Grocery stores,Training and development specialists,204,Ballot a
2002,Sometimes,Somewhat satisfied,Good,Not at all true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,17,Computer systems design and related services,"Software developers, applications and systems software",205,Ballot b
2002,Hardly ever,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,Not applicable,White,Female,16,Elementary and secondary schools,Elementary and middle school teachers,206,Ballot c
2002,Often,Not at all satisfied,Very good,Not too true,Not at all true,No,Very hard,Part-time,$3000 to 3999,White,Female,12, restaurants and other food services,Cooks,207,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,14,Automobile dealers,Automotive service technicians and mechanics,208,Ballot b
2002,Sometimes,Somewhat satisfied,Fair,Very true,Somewhat true,No,Not too hard,Full-time,Not applicable,White,Male,10,Services to buildings and dwellings,Laundry and dry-cleaning workers,209,Ballot c
